Order Date,Sales
2014-01-06,2573.82
2014-01-07,76.72800000000001
2014-01-10,51.94
2014-01-11,9.94
2014-01-13,545.9399999999999
2014-01-13,333.99899999999997
2014-01-14,61.96
2014-01-16,127.10400000000001
2014-01-19,181.47000000000003
2014-01-20,272.94
2014-01-20,14.73
2014-01-20,38.6
2014-01-20,19.3
2014-01-20,1067.94
2014-01-21,25.248
2014-01-26,141.96
2014-01-26,12.419999999999998
2014-01-26,62.82000000000001
2014-01-27,333.0
2014-01-31,290.666
2014-02-08,14.56
2014-02-11,60.89
2014-02-11,1256.22
2014-02-11,332.94
2014-02-12,129.568
2014-02-18,25.16
2014-02-20,20.32
2014-03-01,376.50899999999996
2014-03-01,457.56800000000004
2014-03-01,634.116
2014-03-01,362.24999999999994
2014-03-01,63.55200000000001
2014-03-03,626.3520000000001
2014-03-03,302.45
2014-03-07,436.70400000000006
2014-03-07,48.712
2014-03-07,481.56800000000004
2014-03-11,8.32
2014-03-14,1139.92
2014-03-15,45.696
2014-03-17,1071.576
2014-03-17,613.908
2014-03-17,1579.746
2014-03-18,1198.33
2014-03-18,111.0
2014-03-18,30.768
2014-03-18,122.352
2014-03-19,20.016000000000002
2014-03-19,4.992000000000001
2014-03-21,218.376
2014-03-21,32.952000000000005
2014-03-22,314.352
2014-03-24,40.48
2014-03-25,366.786
2014-03-28,330.588
2014-03-28,1184.72
2014-03-29,890.8409999999999
2014-03-30,205.666
2014-03-30,127.30199999999999
2014-03-31,1125.4879999999998
2014-04-02,177.68
2014-04-04,5.47
2014-04-06,91.96
2014-04-06,653.55
2014-04-06,154.764
2014-04-06,33.11
2014-04-07,8.96
2014-04-08,99.592
2014-04-08,1215.92
2014-04-08,172.11
2014-04-12,308.499
2014-04-15,187.76
2014-04-18,317.058
2014-04-19,76.14
2014-04-20,744.0999999999999
2014-04-20,401.59000000000003
2014-04-20,59.92
2014-04-23,281.37199999999996
2014-04-23,281.37199999999996
2014-04-23,22.336000000000002
2014-04-25,303.25
2014-04-25,1487.04
2014-04-26,230.28000000000003
2014-04-29,51.96
2014-04-29,561.5840000000001
2014-04-29,17.46
2014-05-04,27.46
2014-05-04,12.18
2014-05-05,127.869
2014-05-07,194.25
2014-05-07,872.32
2014-05-10,256.78400000000005
2014-05-10,349.965
2014-05-11,66.11200000000001
2014-05-11,1212.9599999999998
2014-05-12,34.79
2014-05-12,700.056
2014-05-13,279.456
2014-05-14,310.88000000000005
2014-05-16,232.88
2014-05-18,149.232
2014-05-20,139.86
2014-05-20,10.332
2014-05-21,107.772
2014-05-25,29.32
2014-05-26,359.772
2014-05-26,290.666
2014-05-26,225.29600000000002
2014-05-27,567.12
2014-05-30,355.455
2014-06-01,22.200000000000003
2014-06-01,2001.8600000000001
2014-06-02,73.32000000000001
2014-06-03,515.88
2014-06-03,61.544
2014-06-04,13.96
2014-06-04,353.568
2014-06-04,56.96
2014-06-06,991.7640000000001
2014-06-07,268.935
2014-06-08,585.552
2014-06-08,170.35200000000003
2014-06-09,1441.3
2014-06-09,1706.1840000000002
2014-06-09,37.4
2014-06-09,48.86
2014-06-14,212.94
2014-06-15,797.944
2014-06-15,99.918
2014-06-16,647.84
2014-06-17,6.24
2014-06-20,193.0656
2014-06-21,104.01
2014-06-21,3.9840000000000004
2014-06-22,853.9299999999998
2014-06-22,170.058
2014-06-24,4.272
2014-06-25,447.84
2014-06-27,85.98
2014-06-28,1228.465
2014-07-05,213.216
2014-07-05,19.52
2014-07-06,478.48
2014-07-07,172.18599999999998
2014-07-07,69.00800000000001
2014-07-08,502.48800000000006
2014-07-08,63.882000000000005
2014-07-09,119.83299999999998
2014-07-11,854.94
2014-07-11,124.10999999999999
2014-07-12,512.358
2014-07-12,123.136
2014-07-12,698.3520000000001
2014-07-13,351.216
2014-07-14,31.983999999999998
2014-07-18,259.136
2014-07-19,70.55999999999999
2014-07-20,43.019999999999996
2014-07-20,16.74
2014-07-20,981.372
2014-07-21,801.5680000000001
2014-07-21,657.93
2014-07-21,272.848
2014-07-22,717.72
2014-07-22,170.35200000000003
2014-07-25,77.92
2014-07-26,25.71
2014-07-26,67.88
2014-07-26,674.3520000000001
2014-07-26,134.01
2014-07-26,17.496000000000002
2014-07-28,129.888
2014-07-30,1367.84
2014-08-01,44.128
2014-08-03,218.75
2014-08-05,1133.35
2014-08-05,489.22999999999996
2014-08-05,340.14400000000006
2014-08-08,155.45600000000002
2014-08-08,53.88
2014-08-08,327.76
2014-08-08,121.376
2014-08-11,12.35
2014-08-12,85.44
2014-08-15,195.136
2014-08-16,853.0919999999999
2014-08-19,638.82
2014-08-19,289.24
2014-08-20,500.23999999999995
2014-08-20,421.372
2014-08-23,4.224
2014-08-24,13.28
2014-08-25,6.28
2014-08-26,10.68
2014-08-27,1202.94
2014-08-27,29.12
2014-08-29,174.0585
2014-09-02,70.71
2014-09-05,31.983999999999998
2014-09-06,41.88
2014-09-07,200.79500000000002
2014-09-07,42.368
2014-09-07,429.90000000000003
2014-09-07,161.96
2014-09-07,821.8799999999999
2014-09-07,57.69
2014-09-08,966.6999999999998
2014-09-08,172.764
2014-09-08,975.92
2014-09-08,1740.0599999999997
2014-09-09,785.8799999999999
2014-09-09,17.472
2014-09-09,60.67200000000001
2014-09-10,1487.04
2014-09-10,254.89999999999998
2014-09-11,127.94999999999999
2014-09-12,3785.2920000000004
2014-09-12,40.56
2014-09-13,14.190000000000001
2014-09-13,340.116
2014-09-14,464.29200000000003
2014-09-14,142.4
2014-09-14,9.96
2014-09-14,13.128
2014-09-15,103.93599999999999
2014-09-15,14.56
2014-09-17,35.34
2014-09-19,887.103
2014-09-19,73.915
2014-09-20,631.782
2014-09-20,801.5680000000001
2014-09-20,617.7
2014-09-20,164.22
2014-09-20,362.94
2014-09-20,493.42999999999995
2014-09-21,8.544
2014-09-22,97.44
2014-09-22,579.528
2014-09-23,435.999
2014-09-25,300.53279999999995
2014-09-26,585.552
2014-09-26,145.568
2014-09-26,21.184
2014-09-27,87.53999999999999
2014-09-27,603.92
2014-09-28,337.088
2014-09-29,117.36
2014-09-29,409.272
2014-09-29,67.17599999999999
2014-09-29,2348.82
2014-09-29,6.16
2014-09-29,204.6
2014-09-30,15.24
2014-10-03,143.432
2014-10-03,258.279
2014-10-03,122.352
2014-10-03,31.776000000000003
2014-10-04,589.41
2014-10-07,129.92
2014-10-10,122.352
2014-10-10,46.872
2014-10-11,433.56800000000004
2014-10-11,8.92
2014-10-11,63.47
2014-10-13,1298.55
2014-10-13,245.98
2014-10-14,1628.82
2014-10-15,15.384
2014-10-15,183.37199999999999
2014-10-17,5.312
2014-10-18,545.88
2014-10-18,605.34
2014-10-20,328.59000000000003
2014-10-21,409.59000000000003
2014-10-21,591.32
2014-10-22,93.888
2014-10-22,129.92
2014-10-26,63.92
2014-10-28,616.998
2014-10-31,146.352
2014-10-31,14.76
2014-10-31,17.669999999999998
2014-10-31,1604.9
2014-10-31,385.686
2014-10-31,1421.664
2014-11-01,31.68
2014-11-01,68.704
2014-11-02,89.34
2014-11-03,410.352
2014-11-03,945.0360000000001
2014-11-04,135.882
2014-11-04,35.34
2014-11-04,573.728
2014-11-05,273.568
2014-11-05,149.9
2014-11-05,20.04
2014-11-07,683.1439999999999
2014-11-09,56.52
2014-11-09,222.66599999999997
2014-11-10,39.88
2014-11-10,563.9399999999999
2014-11-10,53.2
2014-11-11,112.64800000000001
2014-11-11,521.96
2014-11-11,603.92
2014-11-11,23.968000000000004
2014-11-11,797.944
2014-11-11,10.984000000000002
2014-11-12,629.0640000000001
2014-11-12,25.128000000000004
2014-11-12,67.99319999999999
2014-11-14,69.264
2014-11-15,10.11
2014-11-16,37.296
2014-11-16,305.9745
2014-11-17,4007.8400000000006
2014-11-17,657.93
2014-11-17,124.41
2014-11-17,479.90000000000003
2014-11-18,137.54
2014-11-18,60.312
2014-11-18,730.2
2014-11-18,392.93999999999994
2014-11-18,145.98
2014-11-18,424.116
2014-11-18,8.544
2014-11-18,292.1
2014-11-19,1025.8799999999999
2014-11-23,6.368
2014-11-23,603.92
2014-11-23,155.37199999999999
2014-11-23,381.44000000000005
2014-11-24,35.168000000000006
2014-11-24,120.71199999999999
2014-11-24,611.058
2014-11-24,111.15
2014-11-24,151.72
2014-11-25,275.952
2014-11-25,23.88
2014-11-25,6.096
2014-11-25,1218.7349999999997
2014-11-25,52.96
2014-11-25,725.344
2014-11-26,19.3
2014-11-27,199.89999999999998
2014-11-28,397.59999999999997
2014-11-28,411.332
2014-12-01,674.058
2014-12-01,909.7199999999998
2014-12-01,45.839999999999996
2014-12-01,8.128
2014-12-01,2807.84
2014-12-01,9.82
2014-12-01,58.199999999999996
2014-12-02,60.72
2014-12-02,239.84
2014-12-02,58.36
2014-12-02,39.96000000000001
2014-12-02,883.92
2014-12-06,275.49
2014-12-06,23.976000000000003
2014-12-06,10.776000000000002
2014-12-06,214.95000000000002
2014-12-08,39.88
2014-12-08,603.92
2014-12-08,79.44
2014-12-10,338.352
2014-12-12,43.31
2014-12-12,9.24
2014-12-12,3610.848
2014-12-12,764.6880000000001
2014-12-12,12.54
2014-12-12,254.97449999999998
2014-12-13,87.96000000000001
2014-12-13,94.428
2014-12-14,136.53
2014-12-14,186.304
2014-12-15,445.802
2014-12-15,6.16
2014-12-15,8.544
2014-12-15,763.28
2014-12-16,1403.9200000000003
2014-12-16,29.46
2014-12-16,241.56799999999998
2014-12-16,44.46
2014-12-16,1013.8320000000001
2014-12-16,56.568
2014-12-16,8.624000000000002
2014-12-19,1819.8600000000001
2014-12-20,662.88
2014-12-20,192.18600000000004
2014-12-20,2244.48
2014-12-20,455.1
2014-12-20,51.967999999999996
2014-12-20,242.35200000000003
2014-12-20,190.848
2014-12-21,572.1600000000001
2014-12-21,1325.76
2014-12-23,64.784
2014-12-23,53.315999999999995
2014-12-24,23.99
2014-12-24,30.36
2014-12-24,292.27200000000005
2014-12-26,3.48
2014-12-26,300.416
2014-12-26,230.35200000000003
2014-12-26,218.35200000000003
2014-12-26,600.558
2014-12-27,182.35200000000003
2014-12-27,230.28000000000003
2014-12-27,32.952000000000005
2014-12-27,767.214
2014-12-29,8.736
2014-12-29,70.56
2014-12-29,38.976
2014-12-29,24.900000000000002
2014-12-30,523.764
2014-12-31,63.2
2014-12-31,605.88
2014-12-31,1573.488
2014-12-31,341.96
2015-01-02,452.45
2015-01-03,1352.3975999999998
2015-01-04,192.22
2015-01-05,61.584
2015-01-10,1018.1039999999999
2015-01-13,77.6
2015-01-13,464.84999999999997
2015-01-17,254.74400000000003
2015-01-19,199.304
2015-01-19,102.438
2015-01-27,2803.92
2015-01-27,181.986
2015-01-28,4297.644
2015-01-30,227.35999999999999
2015-01-31,53.34
2015-02-03,136.92
2015-02-03,90.882
2015-02-03,28.4
2015-02-06,1268.82
2015-02-06,283.92
2015-02-09,40.784
2015-02-09,203.92
2015-02-18,35.544000000000004
2015-02-27,493.9199999999999
2015-02-28,161.568
2015-02-28,389.696
2015-03-01,1227.9984
2015-03-01,184.752
2015-03-02,787.53
2015-03-05,99.372
2015-03-05,383.607
2015-03-05,4.712
2015-03-05,33.568000000000005
2015-03-06,435.26
2015-03-08,860.93
2015-03-08,512.9399999999999
2015-03-08,373.08
2015-03-12,30.880000000000003
2015-03-12,6.408
2015-03-13,141.96
2015-03-13,915.1360000000001
2015-03-13,327.76
2015-03-16,43.13
2015-03-16,171.96
2015-03-19,383.46559999999994
2015-03-22,91.96
2015-03-23,107.772
2015-03-24,46.900000000000006
2015-03-24,359.05799999999994
2015-03-26,3393.68
2015-03-29,19.919999999999998
2015-03-29,1166.92
2015-03-30,366.74399999999997
2015-03-31,22.38
2015-04-04,108.4
2015-04-05,352.45
2015-04-05,7.5840000000000005
2015-04-05,547.136
2015-04-05,892.224
2015-04-09,369.91200000000003
2015-04-11,54.52799999999999
2015-04-11,67.36
2015-04-13,241.56799999999998
2015-04-13,37.68
2015-04-13,710.8320000000001
2015-04-13,211.37199999999999
2015-04-13,609.9799999999999
2015-04-16,1196.86
2015-04-16,127.76400000000001
2015-04-16,523.26
2015-04-18,89.99
2015-04-18,6.16
2015-04-18,56.686
2015-04-20,595.38
2015-04-21,191.96
2015-04-21,209.88
2015-04-25,128.058
2015-04-26,831.9360000000001
2015-04-26,191.5155
2015-04-26,408.422
2015-04-26,63.93600000000001
2015-04-26,97.04
2015-04-27,1267.53
2015-04-30,213.11499999999998
2015-04-30,31.400000000000002
2015-04-30,24.3
2015-04-30,9.48
2015-05-01,63.55200000000001
2015-05-03,665.88
2015-05-03,844.1159999999999
2015-05-04,26.8
2015-05-04,22.288
2015-05-07,244.00599999999997
2015-05-08,127.76400000000001
2015-05-08,79.44
2015-05-08,123.96000000000001
2015-05-08,8.352
2015-05-11,191.96800000000002
2015-05-12,21.968000000000004
2015-05-14,122.91
2015-05-14,509.9574999999999
2015-05-14,722.3520000000001
2015-05-14,97.568
2015-05-20,163.136
2015-05-23,75.33
2015-05-24,602.651
2015-05-25,14.73
2015-05-26,105.68599999999999
2015-05-26,104.93
2015-05-26,20.24
2015-05-29,317.058
2015-05-29,41.568000000000005
2015-05-31,22.200000000000003
2015-05-31,8.28
2015-05-31,1406.86
2015-05-31,51.56
2015-05-31,2567.84
2015-06-04,35.28
2015-06-05,1522.638
2015-06-08,173.208
2015-06-09,355.36
2015-06-11,29.16
2015-06-11,1123.92
2015-06-11,48.672
2015-06-12,43.296
2015-06-14,51.072
2015-06-15,364.70400000000006
2015-06-15,40.256
2015-06-16,197.37199999999999
2015-06-18,60.84
2015-06-18,643.136
2015-06-18,75.36
2015-06-19,12.56
2015-06-20,257.64
2015-06-22,796.4250000000001
2015-06-23,27.42
2015-06-25,75.38400000000001
2015-06-25,204.85
2015-06-26,332.94
2015-06-28,482.93999999999994
2015-06-28,621.7600000000001
2015-06-29,117.88199999999999
2015-06-29,20.104
2015-07-02,408.422
2015-07-02,382.116
2015-07-02,159.84000000000003
2015-07-03,70.98
2015-07-03,282.88800000000003
2015-07-03,168.46400000000003
2015-07-05,4.928000000000001
2015-07-05,4.928000000000001
2015-07-06,155.82
2015-07-06,170.35200000000003
2015-07-06,301.96
2015-07-06,13.96
2015-07-09,181.96
2015-07-11,341.48799999999994
2015-07-11,289.80000000000007
2015-07-11,25.344
2015-07-11,199.836
2015-07-12,7.76
2015-07-12,383.60699999999997
2015-07-13,1931.04
2015-07-14,127.76400000000002
2015-07-14,441.92
2015-07-16,150.98
2015-07-16,1348.7040000000002
2015-07-16,700.152
2015-07-17,195.466
2015-07-17,231.92000000000002
2015-07-18,7.38
2015-07-20,384.94399999999996
2015-07-20,913.4300000000001
2015-07-23,128.82
2015-07-24,20.94
2015-07-25,358.58
2015-07-25,704.9
2015-07-25,561.5680000000001
2015-07-26,393.165
2015-07-26,266.35200000000003
2015-07-30,155.88
2015-07-30,5.28
2015-07-31,1090.782
2015-08-01,1004.9760000000001
2015-08-02,110.98
2015-08-02,277.5
2015-08-05,14.76
2015-08-06,369.19919999999996
2015-08-07,212.94
2015-08-08,144.784
2015-08-09,687.4
2015-08-09,6.16
2015-08-09,47.04
2015-08-09,382.806
2015-08-09,10.02
2015-08-09,622.4499999999999
2015-08-11,46.152
2015-08-13,31.56
2015-08-15,104.23
2015-08-16,301.46999999999997
2015-08-16,254.35200000000003
2015-08-21,598.458
2015-08-21,25.983999999999998
2015-08-21,544.008
2015-08-21,586.398
2015-08-24,918.7849999999999
2015-08-24,14.91
2015-08-24,284.364
2015-08-25,40.784
2015-08-25,20.104
2015-08-25,7.880000000000001
2015-08-28,103.48100000000001
2015-08-28,4.16
2015-08-28,307.666
2015-08-31,1552.831
2015-09-01,124.36
2015-09-01,60.74
2015-09-03,238.15200000000004
2015-09-03,129.568
2015-09-05,411.332
2015-09-05,293.199
2015-09-05,6.16
2015-09-05,67.96
2015-09-06,191.82
2015-09-06,85.98
2015-09-06,271.764
2015-09-07,481.176
2015-09-07,47.51599999999999
2015-09-07,27.414
2015-09-08,21.36
2015-09-10,106.68
2015-09-10,361.96
2015-09-10,179.886
2015-09-11,8.92
2015-09-11,210.68
2015-09-11,24.64
2015-09-13,129.93
2015-09-13,717.72
2015-09-13,44.67
2015-09-13,207.35
2015-09-13,1516.2
2015-09-13,131.88
2015-09-13,170.072
2015-09-14,912.75
2015-09-14,170.13600000000002
2015-09-15,1056.86
2015-09-15,801.96
2015-09-15,55.967999999999996
2015-09-15,15.712000000000002
2015-09-15,46.384
2015-09-17,199.764
2015-09-17,344.22
2015-09-17,3083.4300000000003
2015-09-17,124.20000000000002
2015-09-17,21.936000000000003
2015-09-17,4228.704000000001
2015-09-17,2003.9200000000003
2015-09-18,24.4
2015-09-19,61.96
2015-09-19,60.84
2015-09-21,542.9399999999999
2015-09-21,601.536
2015-09-21,85.3
2015-09-21,4.928000000000001
2015-09-21,194.32
2015-09-21,1690.04
2015-09-22,47.98
2015-09-22,204.6
2015-09-24,517.5
2015-09-24,1408.1
2015-09-24,14.91
2015-09-25,1044.6299999999999
2015-09-25,307.136
2015-09-25,102.58200000000001
2015-09-27,24.288
2015-10-02,11.032
2015-10-03,35.49
2015-10-03,120.666
2015-10-04,392.93999999999994
2015-10-04,64.944
2015-10-05,66.29400000000001
2015-10-05,291.168
2015-10-08,72.78
2015-10-08,145.9
2015-10-09,389.97
2015-10-10,362.13599999999997
2015-10-11,957.5775
2015-10-12,626.3520000000001
2015-10-12,899.1360000000001
2015-10-12,209.67
2015-10-13,287.94
2015-10-15,2453.43
2015-10-15,17.14
2015-10-15,131.376
2015-10-18,10.11
2015-10-20,16.02
2015-10-20,74.75999999999999
2015-10-20,364.77600000000007
2015-10-23,240.78400000000002
2015-10-23,191.96800000000002
2015-10-23,842.3520000000001
2015-10-24,454.27200000000005
2015-10-24,347.361
2015-10-25,291.1
2015-10-25,582.336
2015-10-25,253.176
2015-10-28,33.11
2015-10-28,24.1
2015-10-30,15.488
2015-10-31,323.136
2015-10-31,425.833
2015-11-01,205.16400000000002
2015-11-01,327.56399999999996
2015-11-01,259.7
2015-11-01,301.96
2015-11-02,109.764
2015-11-02,512.499
2015-11-02,96.96000000000001
2015-11-02,2621.322
2015-11-02,1038.84
2015-11-03,1448.8200000000002
2015-11-03,42.599999999999994
2015-11-05,207.0
2015-11-07,715.2
2015-11-07,190.72000000000003
2015-11-07,64.96
2015-11-08,4404.9
2015-11-08,577.764
2015-11-08,186.54
2015-11-08,66.69
2015-11-08,11.82
2015-11-08,4.712
2015-11-09,1024.38
2015-11-10,29.22
2015-11-12,146.13600000000002
2015-11-12,523.92
2015-11-13,299.96999999999997
2015-11-13,102.35999999999999
2015-11-13,17.496000000000002
2015-11-13,63.980000000000004
2015-11-13,613.9992
2015-11-13,683.332
2015-11-14,883.84
2015-11-14,76.14
2015-11-14,230.35200000000003
2015-11-15,39.96
2015-11-16,696.42
2015-11-16,653.55
2015-11-16,185.57999999999998
2015-11-16,214.11
2015-11-16,34.504000000000005
2015-11-17,1323.8999999999999
2015-11-17,36.599999999999994
2015-11-17,225.56799999999998
2015-11-17,80.96
2015-11-19,141.96
2015-11-20,186.048
2015-11-20,290.35200000000003
2015-11-20,32.04
2015-11-20,22.14
2015-11-20,344.37199999999996
2015-11-20,572.1600000000001
2015-11-20,145.764
2015-11-20,63.824000000000005
2015-11-21,246.13279999999997
2015-11-21,141.96
2015-11-21,18.176
2015-11-21,396.802
2015-11-21,1252.704
2015-11-22,206.96200000000002
2015-11-24,79.76
2015-11-26,692.472
2015-11-27,446.068
2015-11-27,170.98
2015-11-27,283.92
2015-11-27,375.45750000000004
2015-11-27,38.97
2015-11-28,68.16
2015-11-28,71.12
2015-11-28,12.132000000000001
2015-11-28,322.59000000000003
2015-11-28,151.96
2015-11-29,301.96
2015-11-29,1106.9099999999999
2015-11-30,80.96
2015-11-30,17.088
2015-11-30,335.744
2015-11-30,681.4080000000001
2015-12-01,2003.9200000000003
2015-12-01,1913.3999999999999
2015-12-01,6.688
2015-12-01,2676.672
2015-12-03,77.952
2015-12-03,2.9600000000000004
2015-12-03,359.49899999999997
2015-12-04,36.4
2015-12-04,25.08
2015-12-04,384.174
2015-12-04,361.764
2015-12-04,364.41
